ward_number,ward_name,census_tree_count,year,total_area_m2,trees_area_m2,built_area_m2,grass_area_m2,bare_area_m2,water_area_m2,trees_pct,built_pct,grass_pct,bare_pct,water_pct
22,HADAPSAR-MUNDHAWA,3551,2020,8794469.326708548,663703.4329109043,7251618.229814353,6225.106338500977,0.0,189286.45405901744,7.546827537339363,82.45657538188688,0.07078433168895716,0.0,2.1523351441360994
54,HADAPSAR-MUNDHAWA,36377,2020,7754581.393724906,1084388.67437421,1485009.1703498974,0.0,6039.471076965332,74136.16823727477,13.983845411071568,19.15008812147595,0.0,0.07788261893611097,0.9560305640387835
23,HADAPSAR-MUNDHAWA,304,2020,3819024.4472686695,74780.23233047186,2908910.4715834036,0.0,95272.3724975586,16183.50476074219,1.958097764573201,76.16894083157361,0.0,2.494678256529531,0.42376017708701713
49,HADAPSAR-MUNDHAWA,296,2020,4683415.688378261,94136.63941946586,3313528.058128986,565.8087539672852,94.29985046386719,310817.7452032352,2.0099996601425487,70.7502446633425,0.01208111326464829,0.002013484532194507,6.636561131537373
53,HADAPSAR-MUNDHAWA,515028,2020,2843538.038181319,394370.463341896,1272461.2954760983,13583.61196899414,0.0,0.0,13.86900607786942,44.749227138524375,0.47770108177212917,0.0,0.0
56,HADAPSAR-MUNDHAWA,41932,2020,5137370.200200562,346893.5820472267,2370984.3118828847,0.0,78324.85384132536,15890.629368142518,6.752357111303445,46.151712247451464,0.0,1.5246098838325406,0.309314469249698
55,HADAPSAR-MUNDHAWA,6678,2020,1.8794121929256428E7,1339855.850790164,9827662.074489977,1226.2130966186523,0.0,136106.43671162918,7.1291218383788255,52.29114779335051,0.006524450044722926,0.0,0.724196837840852
48,HADAPSAR-MUNDHAWA,213,2020,1.0587209977685794E7,124479.46486909155,6072005.860205223,0.0,44221.59696511661,18587.937439772664,1.1757532450140458,57.352275745951275,0.0,0.41768886286680407,0.17556974386027724
47,HADAPSAR-MUNDHAWA,1594,2020,3257888.9646601644,171051.76917329684,2768898.726981965,0.0,0.0,12449.555374145508,5.250386708349329,84.99058000495094,0.0,0.0,0.3821356562237578
41,KONDHWA-YEWALEWADI,6031,2020,1.5546035341658624E7,1465993.230740028,1.0196455934072632E7,2642.1294708251953,58220.502449035645,105876.67037200928,9.430013495541298,65.58878652970283,0.016995519518375826,0.3745038601129543,0.6810525516321975
38,KONDHWA-YEWALEWADI,703,2020,2911597.092022137,24001.037607230395,2813715.831948192,0.0,0.0,65482.05979156494,0.824325511005419,96.63822785294907,0.0,0.0,2.2490082838380263
46,KONDHWA-YEWALEWADI,18297,2020,4346306.111262485,1604.0610580444336,3981988.5754681756,0.0,0.0,15467.612939812157,0.0369063065734801,91.6177662946873,0.0,0.0,0.3558795111032626
57,KONDHWA-YEWALEWADI,3364,2020,6028677.060265724,1372342.890729956,1121295.4530473289,0.0,152776.85688578285,86152.0215571684,22.763582739817014,18.599361714656283,0.0,2.534168862563837,1.4290369295941538
58,KONDHWA-YEWALEWADI,1860,2020,4726554.48060139,313321.78456014,2984937.2337041525,0.0,9436.280960083008,30573.558853149414,6.62896801139324,63.15249820889317,0.0,0.19964396895902,0.6468466401610026
59,KONDHWA-YEWALEWADI,766,2020,3300564.834569929,743634.7570424398,1334406.0420494506,0.0,0.0,0.0,22.530530206637707,40.42962671337212,0.0,0.0,0.0
24,WANAVADI-RAMTEKDI,10038,2020,5495422.740436962,442407.89640867914,3568789.1550520686,0.0,0.0,0.0,8.050479777530303,64.94112143169355,0.0,0.0,0.0
27,WANAVADI-RAMTEKDI,2328,2020,2981427.2999395304,189614.5119435329,2590236.4176422986,0.0,0.0,0.0,6.3598569700954535,86.87907357978624,0.0,0.0,0.0
25,WANAVADI-RAMTEKDI,2238,2020,6061260.208984203,1042906.2297609214,4734903.613772185,282.96485137939453,0.0,1131.8926391601562,17.206095660026126,78.11747805768101,0.0046684161646776785,0.0,0.018674212954633215
25,WANAVADI-RAMTEKDI,2238,2020,1.0881891405505624E7,1473071.525960556,8586106.665085874,44042.78498840332,1226.1292877197266,0.0,13.536907060249332,78.90270491710464,0.40473464903463524,0.01126761187029834,0.0
18,BHAVANI PETH,36204,2020,1099330.849866591,0.0,1099330.849866591,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
17,BHAVANI PETH,24550,2020,1041617.0425044637,0.0,1041617.0425044637,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
19,BHAVANI PETH,2470,2020,868875.305808842,0.0,868875.305808842,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
28,BIBVEWADI,7698,2020,4136375.2403185912,142409.1713168873,3803207.8319622213,0.0,0.0,94.32533264160156,3.4428494283782314,91.94542591037488,0.0,0.0,0.0022803862599839095
36,BIBVEWADI,32246,2020,3788432.2942636563,105750.61621057848,3621626.5951597067,0.0,0.0,0.0,2.7914083714971825,95.59697293900375,0.0,0.0,0.0
37,BIBVEWADI,1347,2020,1309162.2625524506,5849.245658874512,1289067.2315694792,0.0,0.0,0.0,0.44679302376699587,98.46504657537312,0.0,0.0,0.0
15,KASBA-VISHRAMBAGWADA,458,2020,2037740.6452412328,0.0,1995804.5654961683,0.0,0.0,41936.07974506453,0.0,97.94203056002252,0.0,0.0,2.0579694399774824
29,KASBA-VISHRAMBAGWADA,52685,2020,2719691.8385424125,133549.97235203162,2486188.4050873686,8017.496047973633,0.0,58217.15118147908,4.910481785451332,91.41434223738423,0.29479428273280095,0.0,2.1405789566467903
16,KASBA-VISHRAMBAGWADA,9963,2020,1049069.2507835536,0.0,990981.8125990926,0.0,0.0,58087.438184461425,0.0,94.46295483915145,0.0,0.0,5.5370451608486
