ward_number,ward_name,from_year,to_year,period,trees_lost_m2,trees_gained_m2,net_tree_change_m2,built_gained_m2,trees_to_built_m2
32,WARJE-KARVENAGAR,2024,2025,2024_to_2025,77183.09924735274,636316.490879074,559133.3916317213,146064.64557928944,43931.82910132315
50,WARJE-KARVENAGAR,2024,2025,2024_to_2025,157004.727571824,1043262.2388127344,886257.5112409104,131618.49306185855,30189.30295562744
13,WARJE-KARVENAGAR,2024,2025,2024_to_2025,848.9466705322266,14553.563436321181,13704.616765788955,1610.1846435546875,471.63525390625
44,WARJE-KARVENAGAR,2024,2025,2024_to_2025,518.3487791472791,95.08584328445734,-423.26293586282173,94.34597778320312,94.34597778320312
73,WARJE-KARVENAGAR,2024,2025,2024_to_2025,106756.40840546851,836864.0492072612,730107.6408017927,29293.744597880046,11982.992172241211
74,WARJE-KARVENAGAR,2024,2025,2024_to_2025,125882.44879575244,2876428.4733883734,2750546.024592621,118162.54749133538,10595.721423250086
31,WARJE-KARVENAGAR,2024,2025,2024_to_2025,10008.954172201718,28520.206617916338,18511.25244571462,8474.298465115415,943.3057556152344
26,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,112640.79038256477,236164.88729137345,123524.09690880869,157291.94188199512,30943.1163482666
75,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,63495.62343944474,743427.1984729244,679931.5750334797,367242.835353148,6038.255115583831
22,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,25656.431576388488,151132.23080127194,125475.79922488346,208629.63278081556,11415.494839327943
54,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,26139.661010742188,912654.6627308567,886515.0017201145,80261.19044551476,0.0
23,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,188.65399169921875,66755.64352907667,66566.98953737745,25297.024107121484,188.65399169921875
49,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,1681.6042347029143,189690.46274040072,188008.8585056978,39432.988363228586,172.70892525467218
53,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,45808.130857430246,188197.60099867274,142389.4701412425,131639.56422313617,37895.400983204556
56,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,10698.503029079062,206697.59337529202,195999.09034621296,218484.70698334946,0.0
55,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,79195.2761977551,975322.5960628139,896127.3198650588,327519.96465911856,19523.478103637695
48,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,3888.3527246512613,153589.881099297,149701.52837464574,313785.81479501165,1061.8474420285693
47,HADAPSAR-MUNDHAWA,2024,2025,2024_to_2025,6887.798313484939,41774.245839406925,34886.44752592198,12224.066731860592,3209.6120952232213
41,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,65863.46002266082,819585.8106004603,753722.3505777995,345070.55498052866,11802.93865850112
38,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,188.70587921142578,10569.11244695327,10380.406567741844,188.70587921142578,188.70587921142578
46,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,133.93359719070733,2264.4733123779297,2130.5397151872226,50047.75373954025,133.93359719070733
57,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,76590.56987358542,586159.0608922619,509568.4910186765,273132.8151844698,3585.648338317871
58,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,16839.932829015394,249368.00260204243,232528.06977302703,119858.78515768613,3158.7519971062156
59,KONDHWA-YEWALEWADI,2024,2025,2024_to_2025,2547.9232025146484,594430.4817266427,591882.558524128,89292.18922546988,1509.873390197754
24,WANAVADI-RAMTEKDI,2024,2025,2024_to_2025,31223.026733398438,184999.10154290294,153776.0748095045,112816.42734907562,9338.229316711426
27,WANAVADI-RAMTEKDI,2024,2025,2024_to_2025,14338.967788696289,79487.02516835529,65148.057379659,7765.859725503361,188.6761932373047
25,WANAVADI-RAMTEKDI,2024,2025,2024_to_2025,40988.33373718261,275930.5733647066,234942.239627524,74573.38163661583,35234.20639495849
25,WANAVADI-RAMTEKDI,2024,2025,2024_to_2025,56086.830335011204,777664.7357337798,721577.9053987686,80207.4441085217,47221.258305897434
18,BHAVANI PETH,2024,2025,2024_to_2025,0.0,0.0,0.0,0.0,0.0
17,BHAVANI PETH,2024,2025,2024_to_2025,0.0,0.0,0.0,0.0,0.0
19,BHAVANI PETH,2024,2025,2024_to_2025,0.0,0.0,0.0,0.0,0.0
28,BIBVEWADI,2024,2025,2024_to_2025,3961.819435119629,84117.08160241813,80155.2621672985,64868.96166767793,3490.1861724853516
36,BIBVEWADI,2024,2025,2024_to_2025,2641.418525695801,59211.56285511091,56570.14432941511,5943.270278930664,1792.3824310302734
37,BIBVEWADI,2024,2025,2024_to_2025,94.34308624267578,6509.645294189453,6415.302207946777,377.3711471557617,0.0
15,KASBA-VISHRAMBAGWADA,2024,2025,2024_to_2025,0.0,282.94029235839844,282.94029235839844,0.0,0.0
29,KASBA-VISHRAMBAGWADA,2024,2025,2024_to_2025,5942.26522064209,42096.926986335304,36154.661765693214,13925.86471007104,3018.2972869873047
16,KASBA-VISHRAMBAGWADA,2024,2025,2024_to_2025,565.8761367797852,5564.432960510254,4998.556823730469,1144.319037882487,565.8761367797852
