ward_number,ward_name,from_year,to_year,period,trees_lost_m2,trees_gained_m2,net_tree_change_m2,built_gained_m2,trees_to_built_m2
10,KOTHRUD-BAVDHAN,2022,2023,2022_to_2023,423269.88212741044,119099.4908839207,-304170.39124348975,223124.81098363537,126843.12531597663
12,KOTHRUD-BAVDHAN,2022,2023,2022_to_2023,8397.676417511584,9935.423876294903,1537.7474587833185,8397.676417511584,8397.676417511584
11,KOTHRUD-BAVDHAN,2022,2023,2022_to_2023,311230.2015618119,86146.7965209063,-225083.4050409056,218038.26019828647,68386.44356252633
62,KOTHRUD-BAVDHAN,2022,2023,2022_to_2023,277013.3421683816,58962.76483384673,-218050.57733453487,240293.73431761496,93648.98330826106
7,SHIVAJINAGAR-GHOLE ROAD,2022,2023,2022_to_2023,655145.34338343,95105.10803794113,-560040.2353454889,434943.97045479575,318099.65088438144
14,SHIVAJINAGAR-GHOLE ROAD,2022,2023,2022_to_2023,71759.8452916164,18028.66712879854,-53731.17816281786,78450.98477717381,49885.49541910209
40,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,71871.94891878015,65012.02876314649,-6859.920155633663,80677.49672513476,59794.9185843075
51,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,80816.57500544531,6037.915596875957,-74778.65940856935,200437.33044313925,25526.655363524198
42,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,0.0,943.5273742675781,943.5273742675781,0.0,0.0
35,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,110084.07134803323,34394.37226203471,-75689.69908599852,38359.512148240035,32416.514208176555
39,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,0.0,0.0,0.0,0.0,0.0
63,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,477296.68957693066,387838.4783879598,-89458.21118897083,113652.19724875054,32706.676541496727
64,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,40945.285976365034,12797.076696777343,-28148.20927958769,70254.08021192366,5661.707405090332
65,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,114327.17173138786,19741.393493652344,-94585.77823773552,95982.76634231265,27461.009162813072
66,DHANKAWADI-SAHAKARNAGAR,2022,2023,2022_to_2023,376347.3047166712,144158.37027417353,-232188.93444249764,128357.13526348044,20301.27330483829
67,SINHGAD ROAD,2022,2023,2022_to_2023,52857.27074001537,28784.36493500354,-24072.905805011826,42782.467372729734,15946.618569647097
43,SINHGAD ROAD,2022,2023,2022_to_2023,595380.1336173862,87200.86666322596,-508179.2669541603,186184.52114048376,84255.3550508088
33,SINHGAD ROAD,2022,2023,2022_to_2023,68925.67574094885,28053.87864673091,-40871.79709421794,120623.37727155499,31855.852230236578
71,SINHGAD ROAD,2022,2023,2022_to_2023,263433.55816333246,41516.76937836293,-221916.78878496954,234781.78814909692,102459.13047739665
70,SINHGAD ROAD,2022,2023,2022_to_2023,303952.02647193463,21607.328643798828,-282344.6978281358,167539.1833806655,107973.29376956713
34,SINHGAD ROAD,2022,2023,2022_to_2023,176280.63020492258,156720.54066524134,-19560.08953968124,65520.535093928316,47337.80301034965
30,SINHGAD ROAD,2022,2023,2022_to_2023,16400.784808110257,11555.619621994916,-4845.1651861153405,22447.78480003207,12246.198138906442
68,SINHGAD ROAD,2022,2023,2022_to_2023,625926.0367524689,74134.87567808862,-551791.1610743803,55903.535586577775,23431.265482255527
69,SINHGAD ROAD,2022,2023,2022_to_2023,384281.2635598577,21168.178995618633,-363113.084564239,33288.41849287445,13917.947315859328
72,SINHGAD ROAD,2022,2023,2022_to_2023,789069.2956220738,92361.66742915734,-696707.6281929165,256983.81490433635,226325.06187821933
32,WARJE-KARVENAGAR,2022,2023,2022_to_2023,350308.476857204,121056.97545964857,-229251.5013975554,164070.341920172,95248.94577238793
50,WARJE-KARVENAGAR,2022,2023,2022_to_2023,437157.83773588296,321514.80354707,-115643.03418881295,137886.41857374605,86421.97260592591
13,WARJE-KARVENAGAR,2022,2023,2022_to_2023,6500.209424635943,5858.520815561332,-641.6886090746111,9059.18659730799,6311.552678725298
44,WARJE-KARVENAGAR,2022,2023,2022_to_2023,32.55857771331189,184.25195115033318,151.6933734370213,188.6923370361328,0.0
73,WARJE-KARVENAGAR,2022,2023,2022_to_2023,325247.9197417016,87149.7587890625,-238098.16095263913,50654.07149550494,32726.674515219296
74,WARJE-KARVENAGAR,2022,2023,2022_to_2023,1071117.1143059223,360759.0197755403,-710358.094530382,143294.53262697108,112435.38307740453
31,WARJE-KARVENAGAR,2022,2023,2022_to_2023,10412.391236308977,10629.778898381253,217.38766207227673,15935.531532377356,5211.951325180951
26,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,336000.5386157167,37831.0290222168,-298169.5095934999,142409.33587170768,63550.29088161693
75,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,275817.7532517976,147747.95708519427,-128069.79616660331,436019.6499939564,57440.31757154277
22,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,237213.37238844324,33822.4235414692,-203390.94884697403,235428.1257315841,113292.43105426864
54,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,329113.05847601796,68119.15109339694,-260993.90738262102,246595.18492697913,35058.46239677878
23,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,65561.39009118175,6602.906890869141,-58958.48320031261,45419.932772527965,20046.037264715455
49,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,63069.38220271691,15088.419105529785,-47980.96309718712,70135.30665648216,9659.80370603075
53,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,139874.73770757933,31540.293074753703,-108334.44463282563,87294.27184367458,12064.408200073241
56,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,153608.58467535878,4381.236371388155,-149227.34830397062,268206.35752482706,33557.84575488521
55,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,695934.3901688517,223253.61227204563,-472680.7778968061,491111.4590473849,67343.71167449951
48,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,71137.27862605674,5378.180587768555,-65759.09803828818,373438.62553725915,6038.422180175781
47,HADAPSAR-MUNDHAWA,2022,2023,2022_to_2023,67362.59336081111,8250.96383864459,-59111.62952216652,46322.577896686635,36634.919940933534
41,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,376627.8637871836,158428.49682688992,-218199.36696029367,389894.9385466033,56123.57154481178
38,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,2779.3957037832224,5938.652282295976,3159.2565785127535,4757.831305230833,2779.3957037832224
46,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,0.0,0.0,0.0,46956.886042905324,0.0
57,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,402672.2430187449,69093.84463450115,-333578.3983842438,231771.8661523557,15044.39538484461
58,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,171379.23030344647,19988.4236304788,-151390.80667296768,188743.69270055438,26476.028016632677
59,KONDHWA-YEWALEWADI,2022,2023,2022_to_2023,98013.02082851634,59969.41537858552,-38043.605449930816,102099.41846023257,20683.537578119016
24,WANAVADI-RAMTEKDI,2022,2023,2022_to_2023,209652.7585814533,66639.10752440809,-143013.6510570452,122457.84788863236,33408.29739729937
27,WANAVADI-RAMTEKDI,2022,2023,2022_to_2023,62154.00509374282,5565.751518249512,-56588.253575493305,40212.390749134735,26966.388753105613
25,WANAVADI-RAMTEKDI,2022,2023,2022_to_2023,172681.99863727044,96091.59916459628,-76590.39947267417,123199.11237954535,97164.01827859317
25,WANAVADI-RAMTEKDI,2022,2023,2022_to_2023,363663.5240770827,112126.76340756878,-251536.7606695139,257958.38882868146,234944.7158779368
18,BHAVANI PETH,2022,2023,2022_to_2023,0.0,0.0,0.0,0.0,0.0
17,BHAVANI PETH,2022,2023,2022_to_2023,0.0,0.0,0.0,0.0,0.0
19,BHAVANI PETH,2022,2023,2022_to_2023,0.0,0.0,0.0,0.0,0.0
28,BIBVEWADI,2022,2023,2022_to_2023,44631.53097713695,9946.243687498803,-34685.287289638145,45291.66927517162,38311.337671167705
36,BIBVEWADI,2022,2023,2022_to_2023,18786.777643989117,7735.667404174805,-11051.110239814312,31859.707424477972,15390.627581428078
37,BIBVEWADI,2022,2023,2022_to_2023,377.370849609375,849.0838241577148,471.71297454833984,566.0568313598633,0.0
15,KASBA-VISHRAMBAGWADA,2022,2023,2022_to_2023,0.0,0.0,0.0,7292.877260335287,0.0
29,KASBA-VISHRAMBAGWADA,2022,2023,2022_to_2023,13155.357683608112,11790.425804138184,-1364.9318794699284,22483.260107780905,10137.11212391573
16,KASBA-VISHRAMBAGWADA,2022,2023,2022_to_2023,0.0,0.0,0.0,1404.316511595483,0.0
