ward_number,ward_name,census_tree_count,year,total_area_m2,trees_area_m2,built_area_m2,grass_area_m2,bare_area_m2,water_area_m2,trees_pct,built_pct,grass_pct,bare_pct,water_pct
21,DHOLE PATIL ROAD,12139,2025,9007118.89085252,648462.5102997124,7902590.8787467815,4672.140332121007,0.0,327289.7635757746,7.199444330176213,87.7371662849096,0.05187164051832329,0.0,3.6336787328094964
20,DHOLE PATIL ROAD,69323,2025,3560419.0112141008,245438.56874515308,3079464.904334272,5093.15739440918,0.0,187889.31915579404,6.893530451671717,86.49164310815698,0.14304938206338855,0.0,5.277168742330805
52,NAGAR ROAD-VADGAONSHERI,4267,2025,2.9599354269944597E7,829217.01509929,2.1736007089918394E7,3771.448875427246,739334.8700740442,368356.2497189388,2.8014699494349546,73.43405836386538,0.012741659297807057,2.4978074296194035,1.2444739380445553
45,NAGAR ROAD-VADGAONSHERI,37898,2025,1.9780699307192303E7,661331.2021048751,1.2765951345881987E7,3017.16641998291,79836.08886102415,139905.92734895597,3.34331558169136,64.53741168412716,0.015253082679872002,0.40360599805485936,0.7072850417279529
4,NAGAR ROAD-VADGAONSHERI,16420,2025,9880834.790372405,387270.4697790708,8505536.079642273,0.0,27385.87407932656,255515.37094547038,3.9194104343938205,86.08114860831209,0.0,0.2771615421200095,2.5859694688391817
3,NAGAR ROAD-VADGAONSHERI,13570,2025,1.717799484801488E7,1397352.1857544242,1.1427142565757751E7,4808.296798706055,402390.5595474243,74104.12770080566,8.134547705466943,66.52198156339703,0.027991024803815857,2.3424768903916937,0.43138985869104085
5,NAGAR ROAD-VADGAONSHERI,5084,2025,6983966.98790857,483849.72870635986,5797223.76374212,0.0,3583.467140197754,340579.40638466645,6.928007098888855,83.00760547377911,0.0,0.05130990948843051,4.876589579737646
1,YERWADA-KALAS-DHANORI,109608,2025,1.572442166049081E7,2605335.109083231,8563801.283862641,10370.005973815918,76167.27927398682,403052.06777987035,16.568718171870174,54.46178860352017,0.06594840940873266,0.48438843042071783,2.563223477990158
2,YERWADA-KALAS-DHANORI,50493,2025,5952044.4234634675,1491265.826667668,3709204.0135724847,18293.24504852295,0.0,134489.37012610343,25.05468240104141,62.318150700463285,0.30734389307326765,0.0,2.259549165929186
6,YERWADA-KALAS-DHANORI,3768,2025,2256289.9061160805,259699.24926189342,1793228.7769282882,0.0,188.60343170166016,124339.98241155288,11.510012457084162,79.47687804069054,0.0,0.008359007022564634,5.510815878513968
9,AUNDH-BANER,79889,2025,2.922236348867046E7,6703716.753608014,1.9255596052994624E7,39228.47227478027,1320.2977294921875,501751.8906111175,22.94036468407852,65.89335616354248,0.13424127138104072,0.004518107270837515,1.7170133784888657
8,AUNDH-BANER,29757,2025,7957137.9741747035,975097.8182646215,6376696.834155638,0.0,188.56875610351562,280035.74144744896,12.254378665160152,80.1380704325039,0.0,0.00236980628858674,3.5193023214668293
60,AUNDH-BANER,1069,2025,4803167.627501548,166348.49651911107,3608119.5756533146,1225.703598022461,2262.939628601074,155252.62309465598,3.4633081628600197,75.11958472975763,0.025518651295958043,0.047113484352370644,3.23229658289926
61,AUNDH-BANER,20950,2025,9077385.159510005,2172293.8599457373,4949074.080478172,0.0,66758.3663482666,1697.475486755371,23.930832742840195,54.52092197821119,0.0,0.7354360884238408,0.018700049154320563
10,KOTHRUD-BAVDHAN,46103,2025,1.036689351806913E7,1989453.6635553413,7077191.834740875,0.0,28107.534858703613,242.28870182411345,19.190451412352154,68.26723764843904,0.0,0.27112784374328885,0.0023371389066725997
12,KOTHRUD-BAVDHAN,20331,2025,2889116.2547291806,142370.08073766372,2744555.5402236357,0.0,94.32595825195312,0.0,4.927807266482227,94.99636907068333,0.0,0.0032648723670275093,0.0
11,KOTHRUD-BAVDHAN,49444,2025,4562202.484325336,1363027.5463327449,2503412.1619170243,0.0,0.0,0.0,29.87652457372924,54.872885859804875,0.0,0.0,0.0
62,KOTHRUD-BAVDHAN,43017,2025,5093024.023696449,704353.7848248947,3374736.9305284987,0.0,14146.90852355957,15844.406135559082,13.829775425125213,66.26194800626838,0.0,0.2777703081261324,0.31110016488905984
7,SHIVAJINAGAR-GHOLE ROAD,35318,2025,1.0644311521175722E7,2232834.2924092286,6694320.781800535,0.0,13014.089904785156,311006.7829573689,20.97678452915666,62.891064100133654,0.0,0.12226333172319331,2.9218121091124973
14,SHIVAJINAGAR-GHOLE ROAD,14079,2025,5947325.365365962,152447.56095015584,5473806.668101888,8205.542213439941,0.0,124867.6343700632,2.563296130356829,92.0381235568245,0.13797029268357547,0.0,2.0995594943775138
40,DHANKAWADI-SAHAKARNAGAR,7326,2025,4972068.4378424585,248785.17241513127,4583496.224977355,0.0,0.0,109.51859516816981,5.003655430838904,92.1848981420353,0.0,0.0,0.0022026767438401047
51,DHANKAWADI-SAHAKARNAGAR,4112,2025,3763283.4222621247,101750.08288406672,2858899.4319624975,0.0,85336.34910140693,295914.76563397574,2.7037581671939113,75.96822006682669,0.0,2.2676035665182748,7.863207003848256
42,DHANKAWADI-SAHAKARNAGAR,4926,2025,2474204.183188075,0.0,2474204.183188075,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
35,DHANKAWADI-SAHAKARNAGAR,13277,2025,4104450.982774262,430490.59023524256,3489398.909453085,2924.2901306152344,0.0,0.0,10.488384245345946,85.01499772070726,0.07124680360145662,0.0,0.0
39,DHANKAWADI-SAHAKARNAGAR,892,2025,1599763.8425800973,8.139444986979166,1599755.7031351102,0.0,0.0,0.0,5.087904083300119E-4,99.99949120959167,0.0,0.0,0.0
63,DHANKAWADI-SAHAKARNAGAR,11067,2025,9510691.453207772,5754762.209239088,1273694.1458765974,0.0,471.81726837158203,37182.63346862793,60.50834723797204,13.39223496149699,0.0,0.004960914468657767,0.39095615341497536
