ward_number,ward_name,from_year,to_year,period,trees_lost_m2,trees_gained_m2,net_tree_change_m2,built_gained_m2,trees_to_built_m2
54,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,242617.78515218096,172524.77412632963,-70093.01102585133,161141.72027222876,27271.364723205566
23,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,30847.77398923986,9432.672668457031,-21415.10132078283,22209.662954023774,7626.40578882554
49,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,30026.72299463609,55596.64722278072,25569.924228144628,125927.5861410702,16692.168418884277
53,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,172595.090075534,110710.96720326741,-61884.1228722666,303774.2156883987,35858.469020888384
56,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,23328.559243295706,66921.04049709544,43592.481253799735,108292.708731857,1825.2673197428385
55,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,402154.7732400931,526658.3881617825,124503.61492168944,614574.2544469202,59736.89256427242
48,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,75920.38518302768,15671.570041342344,-60248.815141685336,414786.19325181557,9465.271304889753
47,HADAPSAR-MUNDHAWA,2020,2021,2020_to_2021,19898.83903341854,33646.414577798285,13747.575544379746,101386.75898628983,17940.844506536745
41,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,283559.17309396784,255669.90559713327,-27889.267496834567,294229.3670326682,43711.82792606728
38,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,5449.086281271542,2436.4964761173023,-3012.58980515424,7052.488892828248,4033.108636175418
46,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,1604.0610580444336,0.0,-1604.0610580444336,62305.037326857615,1604.0610580444336
57,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,159983.7195902507,191025.6509201648,31041.931329914107,166789.43565497306,13488.120539197735
58,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,91982.39844656551,39194.10438271317,-52788.294063852336,161710.6005192177,16832.98260345459
59,KONDHWA-YEWALEWADI,2020,2021,2020_to_2021,193214.44636182595,63651.87565523035,-129562.5707065956,85751.83759744684,25806.22269670076
24,WANAVADI-RAMTEKDI,2020,2021,2020_to_2021,133853.38682017606,113116.1549032174,-20737.23191695867,129931.82722024355,18995.183155762916
27,WANAVADI-RAMTEKDI,2020,2021,2020_to_2021,29338.416206359863,15855.098805236816,-13483.317401123048,33300.58364868164,15187.967399597168
25,WANAVADI-RAMTEKDI,2020,2021,2020_to_2021,125561.16595659443,97934.272184903,-27626.893771691422,105534.38503549613,88549.96660150266
25,WANAVADI-RAMTEKDI,2020,2021,2020_to_2021,227679.80715394858,145980.12221033435,-81699.68494361424,221076.7669470394,201363.52733827475
18,BHAVANI PETH,2020,2021,2020_to_2021,0.0,0.0,0.0,0.0,0.0
17,BHAVANI PETH,2020,2021,2020_to_2021,0.0,0.0,0.0,0.0,0.0
19,BHAVANI PETH,2020,2021,2020_to_2021,0.0,0.0,0.0,0.0,0.0
28,BIBVEWADI,2020,2021,2020_to_2021,15017.63111255122,21831.39031470804,6813.759202156818,24828.120591616163,12187.695779299269
36,BIBVEWADI,2020,2021,2020_to_2021,34716.19354248047,5464.864840698242,-29251.328701782226,39810.44795227051,21980.65704345703
37,BIBVEWADI,2020,2021,2020_to_2021,0.0,1415.1427688598633,1415.1427688598633,3113.3248443603516,0.0
15,KASBA-VISHRAMBAGWADA,2020,2021,2020_to_2021,0.0,0.0,0.0,5421.787667038861,0.0
29,KASBA-VISHRAMBAGWADA,2020,2021,2020_to_2021,6874.699730876848,25089.896423339844,18215.196692462996,7832.3791295369465,5365.574440959856
16,KASBA-VISHRAMBAGWADA,2020,2021,2020_to_2021,0.0,0.0,0.0,2463.1824363259707,0.0
