ward_number,ward_name,from_year,to_year,period,trees_lost_m2,trees_gained_m2,net_tree_change_m2,built_gained_m2,trees_to_built_m2
44,WARJE-KARVENAGAR,2021,2022,2021_to_2022,0.0,542.7670524447572,542.7670524447572,220.51021297679227,0.0
73,WARJE-KARVENAGAR,2021,2022,2021_to_2022,45578.01182385612,818985.400634197,773407.3888103409,39983.70339430264,14152.74997768028
74,WARJE-KARVENAGAR,2021,2022,2021_to_2022,180334.19806374944,1575458.244050687,1395124.0459869376,186913.73218656052,109820.84946384805
31,WARJE-KARVENAGAR,2021,2022,2021_to_2022,2984.677844417796,41575.08403610529,38590.40619168749,15568.153384249821,2075.4115142822266
26,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,49528.56645202637,353971.386324804,304442.8198727776,231905.26438553756,32075.77631378174
75,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,306787.22050550877,405719.4605908859,98932.24008537713,560995.8886454565,28572.611261375274
22,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,95545.96891844507,186507.47665055218,90961.50773210711,116188.05764647841,38110.271813037354
54,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,115689.19115439022,253582.3622951732,137893.17114078297,207291.2223309385,2642.1044540405273
23,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,8678.012916564941,65908.57409243117,57230.56117586623,64430.93795288685,7263.087310791016
49,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,13730.476271505917,96449.01367917529,82718.53740766937,99808.38063569911,7412.1796787935145
53,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,151279.04603774127,83895.00305540797,-67384.0429823333,123542.49104805742,18644.206990529976
56,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,44472.68976210052,78312.85512704286,33840.16536494234,184584.82804604332,283.0575866699219
55,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,481789.55317699956,764836.0034702976,283046.450293298,441390.2342712104,47714.08620351155
48,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,16709.3806492525,75619.7486320346,58910.3679827821,333531.4459402047,3122.716823263729
47,HADAPSAR-MUNDHAWA,2021,2022,2021_to_2022,20325.32515722537,49517.63628955916,29192.31113233379,32778.23711769254,19884.45049728693
41,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,115277.66220828787,573666.5687219658,458388.9065136779,470634.78962465184,28698.507642529057
38,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,2437.57640988219,5097.053476311179,2659.477066428989,11499.85863569671,2389.106939787023
46,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,0.0,0.0,0.0,80009.98255570355,0.0
57,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,70356.0862589219,305800.4288732791,235444.34261435719,310092.28273306455,4718.472671508789
58,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,8321.624414152258,220337.97764976355,212016.35323561128,173843.8471045101,2736.457244873047
59,KONDHWA-YEWALEWADI,2021,2022,2021_to_2022,11188.610521802715,344644.9426857743,333456.33216397156,78096.82946409337,2256.579520700492
24,WANAVADI-RAMTEKDI,2021,2022,2021_to_2022,73909.78976416495,246304.31494068817,172394.52517652322,100741.81686990775,22923.045090918447
27,WANAVADI-RAMTEKDI,2021,2022,2021_to_2022,2830.0414123535156,59694.541359306786,56864.49994695327,20093.34253692627,2735.706428527832
25,WANAVADI-RAMTEKDI,2021,2022,2021_to_2022,113884.73256426044,166724.4177030676,52839.68513880715,132235.2718564501,98938.04184546377
25,WANAVADI-RAMTEKDI,2021,2022,2021_to_2022,89165.11064907895,505502.6649467918,416337.5542977128,103664.96483342786,75017.299194306
18,BHAVANI PETH,2021,2022,2021_to_2022,0.0,0.0,0.0,0.0,0.0
17,BHAVANI PETH,2021,2022,2021_to_2022,0.0,0.0,0.0,0.0,0.0
19,BHAVANI PETH,2021,2022,2021_to_2022,0.0,0.0,0.0,0.0,0.0
28,BIBVEWADI,2021,2022,2021_to_2022,9060.86735232484,88616.86931687895,79556.0019645541,55127.00528836718,8494.882481414195
36,BIBVEWADI,2021,2022,2021_to_2022,754.6981506347656,75018.41455042223,74263.71639978746,1981.064079284668,94.33739471435547
37,BIBVEWADI,2021,2022,2021_to_2022,0.0,3962.3977584838867,3962.3977584838867,94.34318542480469,0.0
15,KASBA-VISHRAMBAGWADA,2021,2022,2021_to_2022,0.0,0.0,0.0,5462.832323650285,0.0
29,KASBA-VISHRAMBAGWADA,2021,2022,2021_to_2022,8866.36068725586,22493.465662428913,13627.104975173053,18055.36486158184,8583.399230957031
16,KASBA-VISHRAMBAGWADA,2021,2022,2021_to_2022,0.0,0.0,0.0,1509.3619425156537,0.0
